label,text
Garden,ahet tari ya chi
Road,inconvenient for everyone as no place to walk around as please
Electrical,signal horrible street not working
Drainage,the problem of water logging been resolved although your officer closed my complaint we faced the same problem again yesterday with the the are in our area and hence water logging is taking we request you to please clear the so that water can flow
Drainage,am from there is big in front of our it problem in drainage our society is near comfort zone society
Road,drainage
Road,horrible construction work any idea when construction will be
Water Supply,we are facing huge water shortage since th june to till request you to look in on high
Property Tax,registration ward office tari ya chi
Electrical,one street light not working for last
Drainage,but what about all floating
Health,ahet tari ya chi
Water Supply,from th june water supply from corporation is only for half an hour with very low till date we are facing this in whole summer season there were no regarding water supply then why now in rainy kindly look into this because we are facing lot of
Electrical,led street not at all few are totally off in night
Drainage,but what about floating
Water Supply,from th june water supply from corporation is only for half an hour with very low till date we are facing this in whole summer season there were no regarding water supply then why now in rainy kindly look into this because we are facing lot of
Stray Dogs,we have lot of stray dogs in are troubling to society and can not able to play pick them on urgent thanks sandip joshi
Drainage,drainage causing health hazard nuisance
Electrical,this is regarding not working of the three street in front my there was an incident where a tree fell on th may in front of my building and the street have not been fixed please look into the
Water Supply,very road is at the exact monsoon time dont you have common sense to delay it till summer winter
Road,on the road which is highly potential accident for two in the please have them closed as soon as
Building Permission,illegal construction kele tari ya chi
Drainage,the drainage line in our society is blocked
Road,heavy waterlogging at signal and in front of
Drainage,get in touch with me urgent there was a good road and drainage in front of our bungalow but up for new drainage line and our whole bungalow house is i have been to that contractor while doing road drainage work but he dint listen and now all society row in this this is disgraceful i hope strict action is
Garbage,i had raised and complain pertaining to garbage for cleaning the road as the road cleaning staff all the garbage and park it near our society and never that neither they come until our society road to clean i had this complain multiple times and they close it without the same below are the complain w
Property Tax,this is with reference to token to as per telephonic conversation with madam on i have physical of all to office on accordingly kindly process my request to update my name so that it should correctly display my as please inform me once this is kindly do the needful thanks
Encroachment,there are to on footpath of eden garden society there is one tyre puncture shop this is the time it been set times and was removed by your i have a picture but there is no provision of attachment i would like to know as responsible citizen we are but what is the regular time period that encroachment on this road is along with this there was juice vendor couple of there are soft and cloth vendor sitting on the same footpath can you please take print and also let us know how many days you keep check on
Water Supply,this is the time i am logging the complaint for removing big pipe on footpath outside of eden garden first and were closed without how many times citizen have complain for getting the work there is mud on the footpath which was also included in previous there is bus stop which used for drinking now days this bus stop as can you please take care of all these by forwarding it to concerned department instead of it without
Property Tax,property tax date check kele asta amount pending your payable amount is property id
Encroachment,dear sir every day one hawker selling with on footpath beside rosary school main it is totally unhygienic and since road being narrow every day we are facing traffic jam and other people make crowd around this and create more for our vehicle we have our in renaissance business road opposite camp
Building Permission,encroachment te hi
Electrical,all street light not working hill to garden
Encroachment,commitment of making encroachment free
Garbage,i am a property at behind i am out of town but today i received an intimation from another person close by that people are dumping lot of garbage outside my house and have a garbage i request you to have some one to the situation and help
Road,the road condition outside our building is very its impossible to even walk on the the water logged due to the worst condition of the road and due to water logging all nearby are prone to several like dengue malaria despite of paying all the and to the corporation the corporation is not looking into the matter to solve the road construction we all want the corporation to construct a proper cement road which will make it possible for us to travel easily and safely around the herewith the photo of the worst condition of the previously also there was a complaint registered for the same but till the date no action been taken by the the previous complaint token id we all request the corporation to look into this matter on urgent basis as once the rain for us commuting will be almost
Building Permission,legal notice for and on behalf of my client housing society
Drainage,dig out road causing inconvenience to citizen due to share negligence of
Garbage,close close
Traffic,traffic flow in
Stray Dogs,we are facing problem of stray dogs since they are disturbing while roaming around an are dangerous for old age people an around in our society please look forward to it as early as possible as more dogs are wandering around our society
Garbage,without monthly amount person not collect
Garbage,road tari ya chi
Drainage,this drainage chamber is always overflowing and the stinking water from the chamber out and a distance of from bungalow to bungalow over the hill it is causing a lot of inconvenience to all the in the course of the drainage please its very important to solve this issue as soon as else the can do more thanks of
Garbage,road need to be clean before am because after that will come on that
Building Permission,sir refer my w and action of demolition of unauthorized construction been partially the department is improperly the without full i further request you as complaint be to competent person for redress of this complaint properly the unauthorized construction done in the side of the building have not been this construction is not as per plan by the as per corporation no construction can be made in the open side to kept open as per policy such this be immediately material of the partially construction is lying their only and is life threat to the people living the be made to remove these any damage or loss will be responsibility of the the complaint is being closed without the same fully and i am approaching amar and through and personal for justice and proper redress of the grievance mobile
Building Permission,illegal property structural kele ahet ward office illegal building ahet tari ya chi
Health,too much of mosquito nuisance in society
Drainage,situation of drainage in its request please repair before the heavy rain
Garbage,garbage van not garbage since last we are not to put garbage in the so where to throw the
Garbage,c opposite shiv road
Stray Dogs,around no of stray dogs are present they run behind which is very dangerous at night it is very difficult on street as well as locality because of continuous barking
Encroachment,please find the attachment below and try to resolve the inconvenience while moving around footpath in right opposite ward office up to illegal encroachment over footpath on other hand its noted as national highway public have to rather find out way on road which can be life so please kind note down the issue and take appropriate action to shield our independence to move safely over
Drainage,there is a big pothole type formed near the near gate police due to this there is mosquito problem in the
Road,is water since morning at road due to water pipe broken can someone act immediately
Drainage,line ahet tari ya chi
Health,pig
Garbage,please do cleanup and prevent dumping of mud and waste due to construction and
Health,garden in survey behind the society is not and is cause of filthiness dirt water stagnation health please take control of this garden and maintain
Water Supply,water pipeline in front of the gate of society near society is for last few days causing water please fix the leakage
Water Supply,i in super since last and half we are getting water mixed as a drinking the smell of water is so we about it in but no water providing us is causing health to many old and request you to please look in this matter seriously and solve our problem as soon as
Drainage,is water since morning at road due to water pipe broken can someone act immediately
Health,land in survey behind housing society survey is being there are lots of building kept by some unknown builder and also there are too many plastics toilet and waste being please remove this and also keep this place clean as there is danger of dengue and other because of this waste in rainy
Garbage,the road is in very bad litter on road even everyday clean it concrete on road side it very
Electrical,name mobile complaint regarding complaint for use of street at early evening complaint description no and this both of are off right now location bhakti apartment
Garden,myself living in society besides irani this is in to illegal cutting of tree which is going to be done by slum a very old tree in our just to make illegal constriction they are going to chop off the and they do not have any kind of please take further action
Garden,te tari ya chi
Drainage,drainage tari ya chi
Water Supply,dear sir i am once again writing to you about recurring water problem at park the same was and for the last year and more ever since took charge we were getting water supply with normal however around back after the thursday closure we are getting erratic water we have not had any water at all yesterday and today also water not yesterday there was problem at the supply side where they was the same been and there is good height at the tank yet there is no water at your staff is also and do not know how to solve the it was who could handle the last week the maintenance people found that the valve at the supply end was deliberately shot by someone who repeatedly been kindly look into this issue and have the problem thanks and
Road,tree debris on wireless col lane mall reliance for a few days please get it thank you
Garbage,we face this problem of trash from many people throw lot of garbage and it is not been also there are lots of and stray is the road adjacent to phase other side of the road is the boundary of naik mango garden compound wall made of tin sheet and there is lot of garbage inside the also thrown by sometimes they burn the garbage and lot of smoke all
Drainage,drainage line overflowing for past week
Water Supply,drinking as its in for more than near here
Road,waterlogging on road going towards
Garbage,dear sir i am student of college people surrounding college throwing garbage on road so in rainy season it smell can cause various i have attached of garbage spread on front gate of business school l hope you will take necessary action on i hope for too that you will ask us for feedback and we will get good response
Electrical,street in our society and of canal road have got switched kindly inform to concern department and get it
Road,problem in previous grievance not resolved refer reason for not doing work is non availability of budget whether bollard or on is so costly that in spite of taking tax from resident of that building it is coming out of please provide quotation value of the same to discuss further with of road
Stray Dogs,tari ya chi
Road,complaint
Water Supply,water che leakage ya chi
Road,the road at below address needs immediate and road near bus depot
Drainage,drainage tari ya chi
Drainage,there is rain water logging problem on tar road lane no due to wrong leveling and main hole problem please check and help us in this problem
Drainage,drainage line choke up
Stray Dogs,we are problem with stray in dog keep on barking and disturbing the and help and take the
Garden,this tree in can cause harm to please take corrective this is near society and opposite
Garbage,this is my of rain water bad dogs spreading garbage on contractor is not following his duty
Garbage,mr you have closed last complaint without doing any work and getting the area if you will close this complaint we will be left with no choice but to approach the media with all the complaint please clean the garbage
Water Supply,pani yet
Electrical,stree light does not working all feeder is off
Electrical,from plot no to street light does not working
Stray Dogs,around dogs around school reservation area keep on barking at please do
Health,high number of mosquito now sudden hike in mosquito in during day time
Water Supply,bhavani ward office take necessary action colony g building of water pipe line by which water supply to water tank so lot of water take necessary action
Garbage,garbage van like and forcing of these area to climb up their trucks and use a wooden bamboo to level the already overflowing truck and then put garbage collected on our my while doing this atop your truck got injured and was he had to take septic injection for his injury which him who is responsible for his who is responsible to collect garbage from a collection point and put it into if the practice is not stopped immediately i will have to approach in his office over the
Drainage,please change that drainage
Electrical,street light
Road,road work is not complete since many days in near society very problematic situation
Garbage,garbage being thrown out of moving by at the bridge
Stray Dogs,multiple stray dogs risk of biting
Road,the present road condition is very bad in lane it is very inconvenient during rainy request
Building Permission,will file and sarkar grievance for gad as below express news service in a severe blow to in the state government made it clear that anonymous irrespective of how serious are in them be the general administration department headed by chief minister to all state that not carrying the name and the address of the complainant must be closed without any it further that the same rule should be in that carry the name of the complainant but the in them are in reference gad unique
Electrical,street not working and incorrectly put channel
Stray Dogs,dog hi
Electrical,street light band
Road,same as which was closed without taking any now garbage is being on top of the that been previously
Electrical,street not working on road from chowk link road that is being
Building Permission,line new che problem yet
Garbage,grievance closed without up still there for week how was the issue closed without any
Road,i raised a request back to put white radium on speed and also put speed breaker sign at both put twice and it got washed away immediately due to such a sorry state of by
Property Tax,property tax date april no ha check kele asta payment pending your payable amount is
Garbage,i am a resident of b gymkhana colony i would like to bring to your notice that the space between the compound wall and the garage which is by furniture is full of garbage and junk and it is a big health hazard to us and all the other as well it is my request that you look into this matter and make sure that furniture all the garbage and junk before the rain and save us all from falling prey to dengue or any other disease or even snake looking forward for a early positive response
Garbage,there is lot of garbage lying unattended for several arrange to clear
Road,on sus road the drainage work been done for rain the work but road is many un on road because of uneven water is not the drainage work was done which is the in front of our society
Drainage,we at good shepherd church s no and are facing extreme as water is collected on good shepherd in front of the church and our are facing lot of while coming to the church kindly help us by making a permanent solution of clearing the water our application copy is
Road,this paving are not properly fitted at shroff road shroff builder office ubi off club
Building Permission,block illegally tari ya chi
Garden,colony huge tree blocking need to be picked
Electrical,street light from hotel circle towards is not first to led are not on left hand please help to restore thank
Garbage,burning of garden waste ar sir its been now i have been a tenant to this new house in and since then the watchman with the guidance of permanent burning the garden waste garbage paper plastic out in its not in small at every fortnight theres a huge heap of garbage that is been collected in a corner of the society to be burnt at even after making repeatedly to stop them from doing this gone stupid have been given saying that the garbage collection people dont pick up garden waste of the because of all this garbage burning my balcony being right on top of the spot suffering the most from the up in my house at night or early morning making us difficult to breathe and that too at a very sensitive time when someone is in their been wanting to complaint about this incident since the beginning but didnt do it that the permanent of the society will start us more being the we dont even know since how long this been going all i want to say my last bit of trust in the corporation that please look into this matter as early as possible and resolve this some as a part of proof to my lastly i would want my name not to be to the when this matter is been taken up as it would create a lot of for us in future while
Electrical,street
Encroachment,in our paradise society building no unauthorized parking area that is a keeping unused house hold in parking building the parking for drying the clothes sum family are sleeping in the
Road,road and
Electrical,street not working in lane due to this facing lot of please do the needful
Garden,tree fallen down in front of our gate
Drainage,drainage are above street causing risk of in lane no
Garden,tree fallen down in front of our gate
Electrical,no street since many now in lane no please help to resolve this thank
Garbage,there is no garbage collection bin in the area and nobody comes for we have to throw it away in pimple every
Health,there is slum right at the entrance of the road where kids roam around recklessly and play on the there is serious danger to their safety and driving on the road becomes risky
Road,mr rajendra hod road municipal corporation college road digging up of footpath from bridge baba on april and april i had written to you o f the you were kind enough to immediately respond taken cognizance of the we are now approaching the middle of june and i wish to inform you that the progress of work is very slow and very little is being the footpath cycle path and part of the road were dug up in early in order to lay new water and concrete the despite the work is nowhere near the ditch which was dug all along the section of college road been filled only in this ditch is becoming a dumping ground for rubbish and is now getting filled with this it a serious health hazard breeding and and will surely lead to spread of disease in the the uneven pathway the track to be a serious hazard to and will s the the absence of a proper footpath people to walk on the and it is only a matter of time before a child hit by a speeding attached herewith are a few to highlight the pathetic condition this stretch of road been left this is to urge you to please urgently the matter with the concerned and have the road footpath and yours sincerely college road
Garbage,there are of left in land opposite to residential it too much dust which is hazardous for kids and senior
Drainage,dear sir my name address vasundhara no drinking water with month back we had same problem when your people used to come and flush send some one to solve issue as it is affecting our
Road,road
Garbage,garbage in large amount at regent plaza link road causing mosquito bad breath
Water Supply,wastage of water pipeline
Health,tremendous number of
Road,drainage cover
Health,i am architect in club number of due to open near the
Road,ani tari footpath yava ani
Drainage,line block tari ya chi
Property Tax,property tax chi pat tari ya chi
Road,road pani tari
Water Supply,dear sir my complaint with water of water line leakage is taken but the pothole on the road still remains after this request to look into it fill it up with tar cement as there are for n
Drainage,drainage hot tari ya chi
Building Permission,construction of slum in corporation open space
Garbage,lot of other garbage being thrown on road corner and didnt pick kindly pick up this garbage also put a corporation notice board about not to throw garbage
Drainage,front of ganga park road near khalsa near chowk
Garbage,ahet tari ya chi
Road,uneven or broken in never near market
Property Tax,property tax survey n manse che tari ya chi shi
Road,school going senior are facing problem in crossing the road at the intersection of road zebra or stop signal are very necessary in order to ensure
Road,tari ya chi
Garbage,there is lot of garbage on north main road from hotel towards around matrix in front of army sports garbage on the are partially covered with the
Road,this is large pothole and deep in the middle of the road between petrol pump and sri when you come from hospital overbridge and turn right just before please repair it thank you
Drainage,che pani over flow yet do further action
Electrical,few street light are still not working even after check and
Traffic,parking board bended at school bus stop
Road,drainage line side la padle ahet tari ya chi
Traffic,parking on both sides of the road are the are in undisciplined manner causing traffic in the this balance was recently
Health,around basement and ground floor
Garden,the of in front of our row are nearly touching the need to trim the out grown for safety of the tree and near by
Drainage,drainage tari ya chi
Road,had dug the road for pipeline but the road is not there is ditch in the road and causing water logging as well as in driving the
Drainage,drainage tari ya chi
Garbage,there is constant on the road adjacent to our and it is not up by the waste this rise to stench and we already had raised a complaint before which was into but the problem please look into it on priority and address it permanently
Road,the road of our row is still due to partial of road there is water logging in this already are breeding in the need to repair and level the road so that water logging should
Traffic,chowk a signal sing bend badly may cause accident
Stray Dogs,dear sir there are many stray dogs coming inside the society from last week dogs attack have been and dog inside the society in garden area on inside the society complex these are taking from so request you to check if dogs are given proper anti rabies vaccination on urgent basis also provide solution to avoid such dog attack in future
Drainage,drainage flowing on road just in front of the temple as it is please make it urgent
Road,khadi chowk unfinished road very will trip off the hazard for human
Property Tax,property
Road,speed breaker not by people
Traffic,need a bike lane in every car and auto driver lane and comes in bike have no other way to specially in the rainy season we have to go through because there is very little space left for rest space is by
Water Supply,this is to keep you informed that there is no water supply from last days
Drainage,dear madam i ca sunny in society lane road facing some road issue from very long contractor had put all the mud near to road only with his in such a slippery road its very difficult for two to get to side quickly in such a muddy and slippery road continuous may cause distraction for two wheeler resulting in its worst condition out there and situation will become very worst in heavy the contractor the work of piping and just before we already have road issue for small do any commitment about completion of piping road building are waiting for any serious accident or the situation is serious and affecting day to day a prompt action is from your side it is difficult to drive when are on two and it is difficult to walk road condition is very bad which to be on priority from contractor for the safety of society i request you that till the completion of road it can be covered through crushed or some other so that walking and driving will be easy in heavy sir i request you to kindly look into the matter and do needful as all society specially and are highly affected due to the condition of thanks n
Drainage,dear the rain water is at the road entry road road this is issue and urgent attention as more than are suffering also this may cause health if water for longer time hence to take immediate
Encroachment,look in the vegetable shop is not removing crate of waste from the footpath from main gate
Garbage,there is an open ground where people throw garbage in condition becomes very bad request to provide a garbage collection there so that the area will be
Drainage,water is stagnation is here just looking like a pond solve the problem as early as possible as health like dengue malaria can arise
Drainage,drainage ghan tari
Road,due to rain water in drainage line the are
Road,road leading to our lane from main sus road is in very bad shape and in its getting worse request to repair the pot and level the road since this is the only road leading to and of it is very urgent to take action before
Water Supply,pipeline tari ya chi shi
Garbage,tari ya chi
Water Supply,pipe line pani
Water Supply,pipeline che pani yet tari ya chi
Water Supply,pipeline tari ya chi
Electrical,some of the street on dada road adjacent to kaka on shastri and road to deluxe laundry on shastri are not after
Road,road ahet tari chi
Road,this particular stretch of road doesnt appear to have proper drainage so water is getting logged the water logging is so bad that it is not possible to walk through this part of the please can you address this at as the monsoon just issue will in coming
Garbage,is it standard to close the request without work token been closed so either you dont promote to raise complaint or stop fooling
Drainage,due to all rain water blocked the you please do the needful so that we can use the
Health,lot of roaming in area problem for this area is in city and how come allow to those who own should keep at their
Health,dogs keep running along side two which is really dangerous people can and will fall some day or the not wait for such an unfortunate there are nearly dogs at the entrance of our society please take necessary action as soon as possible reaching home is a please consider this
Drainage,drainage work is going on in lane contractor just covered pipeline with now with rain today all mud is came on our society cement road and road is slippery like a its very difficult to walk for senior citizen and drive vehicle as need immediate
Health,hello sir drainage pipe of mr jain to leek but till date only one notice to mr jain but no further action taken against mr
Health,please spray anti mosquito in society it not been done for last
Road,drainage cover are lot many times goes inside through drainage cover because between is please repair those
Road,rain water full street causing in problem for all senior and
Water Supply,hello there is no water from last days in cluster could you please look into it on thanks in advance z wing
Road,new road is prepared without consideration of water have already to take no action just first rain and this is
Garden,i have already lodged my grievance with no action today the tree broke kindly take necessary action to cut the extended to avoid further
Garden,tree is totally dried up due to some it is at the kids play request to move as
Drainage,drainage pipeline is for no action after drainage water is reversing from bathroom
Electrical,stree light near working from possible please chane led bulb as to this there is so security
Building Permission,illegal construction of building of three at survey no at one of by without due permission of and in
Drainage,water at
Water Supply,water
Garbage,garbage openly at footpath at ivory estate near green park hotel road
Drainage,i have to bring to your notice that there is chamber in front of entrance gate of our every year on the onset of monsoon we observe that the chamber flooded and the storm water drain water logging inside our building still worse water from both sides logging being coming from higher due to uncleared and the monsoon just hence it is our sincere request to you sir to please initiate cleaning of storm water drain line with chamber running parallel to our entrance on top
Drainage,mud of on airport road near colony road no and both north and south side water is also due to improper storm water bus water tap near this bus stop when people use this tap water water is flowing of bus stop causing inconvenience to refer picture
Drainage,drain on main road college sewerage water back flowing to my garage
Garbage,garbage openly at footpath at near nursing home near road
Garbage,ti
Road,name shah mobile complaint regarding complaint for problem complaint description logging no drainage facility on water coming in building location near hospital above guru medical satara road
Stray Dogs,stray in my take it on priority getting very dangerous for thanks
Drainage,drainage is overflowing unbearable increasing
Electrical,not token no
Road,road dug up for gas pipeline not causing major traffic problem
Garbage,cutting lying on the lane corner for last told garbage pick up person but they did not pick it up have will cause to people have throwing additional garbage also please clean up
Electrical,street not
Building Permission,application for about tarpaulin bamboo structure for protection from rain and sun
Health,lot of in our area due to wastage of being drained into rain water drainage
Building Permission,dear smart it is that taking action on and the encroachment is done immediately after by this money and administrative time is the took action days back at upper and the shed were immediately within few after it is naked truth that the side front basement are invariably used for business by two four wheeler service agency also it will be foolish to say that are unaware of this by this e mail we appeal you all senior officer to issue public notice to all business and ask to remove all such encroachment and take declaration of no encroachment ward level officer should review and make declaration of encroachment or no encroachment in their area and issue specific in case of the cost of notice shall be from encroachment is not removed after notice take action recover heavy and publish report on with cost and also indemnity bond of no encroachment shall be taken from case of repetitive suspend the business otherwise make every illegal as legal and earn at least this will stop wasting of tax money and eyewash of we by this e mail we appeal to declare report of action of involved and fine of action as how action is like reduced traffic parking space available last but not least to make our lovable city at least sanjay member city eye my tax my right
Drainage,today due to the the water had on road between paradise and hotel the road was flooded to knee high water which massive traffic apart from this the water from the road flowing into my garden and flooded my porch thereby we were in our own we would request you to please attend to the drainage so that we are not put through this difficulty in the
Garden,sir a plantation is done by you on road and the tree are not is harmful condition for due to parking of kindly check and provide tree you
Electrical,all street from chowk on road on opposite side of amber hall that is side not working on road
Drainage,drainage issue not of the water logging in the huge choke up of water overflowing
Drainage,overflowing worst this is big problem no action taken for last on it by
Drainage,large amount of water near the entrance and the for the water doesnt
Road,large amount of water near the entrance and the for the water doesnt
Road,large amount of water on the entrance as well as the
Electrical,street are off in road no b b colony
Electrical,one street light not working in lane opposite hotel in leader in model
Road,this is large pothole and deep in the middle of the road between petrol pump and sri when you come from hospital overbridge and turn right just before please repair it thank
Property Tax,dear sir i have our own house i want to register for property tax i need your guideline for the thanks in
Water Supply,water supply from past few is coming late by water used to come at now the same is coming at that too with low there is no change in timing in other of the city and also pressure is please
Health,dear sir we have open behind sky city where water is getting dump due to this wild grass have been and covered a large ground area as a result are in large we could not even sit properly due to too much in our area kindly do the
Stray Dogs,dear sir we have been writing for stray dogs in our area due their barking at night we could not able to take our sleep properly kindly do the thanks
Electrical,dear sir kindly put in our area so that we can all get benefit from it as of now electrical pole which is very far from our residence due to far distance we have to bear cost of armor cable to our house which is quite expensive in our area is also getting over load kindly establish new and do the needful
Water Supply,dear sir at present we are getting water supply in our area at am which is quite early i request if you could drag and change this timing to some other timing because we generally miss this timing due to other engagement at the same time like kids school office preparation kindly do the
Electrical,we the residence of street in our area is not since last few days kindly look into the
Garbage,sir we are the residence of lane sky city there is no garbage bin have been kept to this area we have adjacent area connected to budh park but not a single dump bin have been kept due to this people around this area dumping their waste near pole and where all electricity distribution are going through in large cable was burnt due to burn of garbage by here i would like to draw your attention to keep at least waste dump bin so that our area can be kept as clean we can also contribute towards the keeping our city you sir in
Drainage,want to raise a drainage line choke complaint
Drainage,sir the drainage connection my building been my bathroom send somebody
Road,had dug road to lay the work is the road is not yet re surfaced my rada lying on extremely dangerous for people to drive and walk on
Garbage,garbage not from saturday
Electrical,one street light not
Electrical,light in the middle of the road on divider is not from last
Road,see the attached big divider block on lying on the road from last no body how are we going to make a smart need some serious
Garbage,please clean the its smelling very bad
Electrical,outside phase near the
Electrical,pole and are not
Garbage,there are no garbage anywhere in the because of which people throw their garbage in the huge open ground in the middle of the the garbage and now because of the problem is please provide garbage near residential so that this problem is
Garden,cut near company road
Drainage,dear madam i stay in there is an open drainage system in that area
Road,please repair cement box in
Garbage,mission in crossword
Road,illegal digging causing traffic jam n deadly at level road
Drainage,repair broken chamber cover on
Drainage,there will be a piped drainage system instead of the open one so the air can be
Health,name mobile complaint regarding complaint for the road complaint description not since last days in lane location lane
Garden,dead tree causing obstruction in society kindly take the necessary action against it
Health,ji rag are burning garbage again since two days
Garbage,of garbage being here everyday
Traffic,new traffic plan of police in area it was a shock to see a news item most of the about a new traffic plan that police want to the plan diversion of traffic on road between college and via canal road and then law college road between chowk and i recollect that a similar plan was tried by police a decade ago and painful of that period still linger in my the diversion had totally and did not achieve anything except suffering for people in canal road surrounding why are police bent upon trying a remedy that proved to be disastrous one is a question for which i can not find any can i request police to consider following before taking any final during peak the traffic density on canal road and road between gate and stop is extremely heavy almost full to the how do police believe that canal road will handle the combined traffic of both these during peak canal road many sharp heavy tend to slow down this will result in heavy traffic to turn on law college road from canal road at chowk a sharp heavy need a large radius to do so down the traffic how people living on gul mohar lane will cross the chowk if signal are switched off and there is very heavy for crossing the road at chowk is a nightmare as it how can they hope to cross the road if traffic are switched off at there are two and a college in this area where of commute every wont this plan create a new and dangerous hazard for these young because of the path near is a silence how can you expect any silence when such heavy continuous would flow next to i sincerely hope that police would see the light of the day and immediately abolish this plan and do not try to repeat a big mistake which was done a decade ago and had terrible misery to all the living in this
Water Supply,laid down the water pipeline and up the area in front of the
Electrical,street not working on university road on road near at university on road from signal to road
Water Supply,the meter reading is way too high than
Health,we are seeing very serious normal and dengue at parking and individual flat please check the issue on
Encroachment,please refer to my complaint no action been are still there and serving food in totally unhygienic condition and also enjoying illegal power connection taken from light how the complaint can be
Encroachment,please refer to my complaint no action been are still there and serving food in totally unhygienic condition and also enjoying illegal power connection taken from light pole
Health,small water are kept on the footpath on high street road they were for during summer but now due to temperature change they are becoming breeding ground for please remove them or take appropriate action
Garbage,dear of garbage in open plot by slum i have been repeatedly giving for the above the are note interested in the garbage the in complaint are the proof and prompt action is with rainy season ahead the same should be urgently to avoid fine was now
Road,slope of at near army school near masjid corner near park society are not repair all of them to have good plain slope in
Traffic,signal not at near banana leaf society please remove it
Road,entry exit place of speed slope are not good and gap of few in front of school opposite side while going from jail road corner towards main
Encroachment,illegal of helmet showroom
Health,too many causing health hazard
Electrical,there is a dangerous support wire of an electric pole in my bungalow compound please shift it outside on the road
Garden,please trim the in clover branch is very dangerous
Electrical,street light not working since many days opposite park
Electrical,street light not working for many
Property Tax,property tax over for the period of to march i got the property tax bill for amount which is too high as to other in our upon in office in they have me to submit a rebate form in office and i have that form on number inward on but nothing so in addition i have received property tax bill for and again for amount without the excess amount i have in kindly look into this and help me this
Encroachment,illegal and small occupy whole footpath and even the this lot of traffic
Garbage,plot at lane of swami lot of garbage and health hazard in the plot
Drainage,the in the society need to be before many n are seen which could be hazardous to health
Road,on majority of that i have made some one to check and without doing any action on ground the complaint is marked as this is not the correct there should be system to check with the person making the complaint as to whether it been resolved or even when feedback is given nothing please close this system if you cant resolve the just statistical are of no would request that some responsible person from to
Garbage,in spite of give by my patel supervisor of no action been taken for a as soon as a person the complaint is marked as no action is however taken
Health,i had made a complaint w regarding sand on the internal road of ex serviceman a person my house to get the but nothing been the loose sand is a accident
Road,i had made a complaint no a lady spoke to me and said that the problem of man below road level on law collage road will be resolved in a she promptly closed the complaint as resolved after speaking to me but the problem not been resolved even after
Stray Dogs,wee have many dogs who have come inside the society been dogs and more in week
Health,garbage collection with enthronement in the area native public facing many health of them all request to clean it before rain
Health,garbage collection on site with pork public facing health and as it is near hospital it is very dangerous to the hospital environment
Garden,please cut the tree in lane
Water Supply,water supply again restricted due to low problem similar to previous complaint token no made on like mud silt gravel have again up the corporation main this is the time that are made to this old c i would be better if new pipe of width were made in place of old all three no are facing this problem request your personal attention as problem is every days causing lot of hardship to
Garbage,road cleaning staff piles up garbage on road and dont pick almost for
Garden,new tree plantation in society side road open of society
Garbage,the sweep the extra garbage under and by the inner side of the this been happening for a long time the quantity sometimes we have to clean it ourselves to keep our and area the mice and have in the area due to
Health,under construction hospital scrap vendor serious sewage dusty and dirty please resolve this long pending society are not
Building Permission,illegal food stall and pani in open place of our society at evening to with out society to this activity some of our society are serious health due to unbearable smell and am from please take the to remove and stop this activity i am attached request letter with society letter
Health,too many in the society and park area and behind these please do check in building lift
Electrical,street light not on pole
Garden,a complaint to garden department a week no action on ground had taken
Garbage,galli opposite to adjacent to hotel garbage is never collected on the people are dumping throwing their garbage on the never the very big problem of health and cleaning of public
Electrical,please clean the solar and do
Electrical,street not working on road at builder opposite natural ice cream and lane corner
Drainage,cleaning before monsoon
Garbage,people are openly dumping solid waste like plastic in open leading to accumulation of this waste
Stray Dogs,stray dogs menace in of on please take
Road,incomplete road causing problem to
Stray Dogs,many stray dogs and their are roaming in the area havoc in the lane as well as the whole
Stray Dogs,many stray dogs near my pinnacle ridge need to be taken away
Electrical,a electric wire is hanging from overhead electricity wire to height where you can touch it standing below please
Electrical,on the road from lake to the street are extremely poor this leads to multiple fatal please install bright led on and plan for new street wherever please please please take this seriously as it can lead to fatal i have been following this since i had raised complaint which was closed without any action it
Health,problem
Stray Dogs,many stray dogs near my house please move my d clover pinnacle ridge behind mall road
